Country,Spam,Ransomware,Local Infection,Exploit,Malicious Mail,Network Attack,On Demand Scan,Web Threat,Total Threat Score
Republic of Malta,0.0006062068965517241,0.00015649859943977593,0.005081922077922078,0.0002501657458563536,0.0013912928759894458,0.0006024226804123711,0.004150572916666667,0.012297801047120418,0.02453688283995883
Republic of Mauritius,0.00013866485013623977,6.357664233576643e-05,0.0085027012987013,0.00022124653739612188,0.0009310567010309278,0.0010827319587628868,0.006722526041666666,0.00931544502617801,0.02697794905620792
Republic of Moldova,0.0029190463917525772,0.00013322404371584698,0.01973825974025974,0.00024035812672176308,0.0009651546391752577,0.0026586082474226802,0.013578723958333332,0.022181047120418847,0.06241442226780004
Republic of Mozambique,0.0048635309278350514,0.00011626702997275204,0.022735506493506495,0.0005838292011019284,0.0007217525773195876,0.0019068814432989692,0.01592828125,0.01598023560209424,0.06283628452512902
Republic of Namibia,0.0002904,9.798850574712643e-05,0.01279116883116883,0.0005147382920110193,0.0010261658031088083,0.0028113144329896906,0.011096432291666666,0.012061413612565445,0.04068962176925758
Republic of Nicaragua,0.00019014005602240895,8.978021978021978e-05,0.013348883116883117,0.00011917293233082706,0.001096225352112676,0.002293634020618557,0.010039244791666667,0.012403507853403141,0.039580588342817614
Republic of Niger,5.294797687861272e-05,7.528813559322034e-05,0.020240961038961038,0.000617107438016529,0.000167090395480226,0.0020222422680412373,0.012454036458333333,0.006134790575916231,0.04176446428722043
Republic of North Macedonia,0.0003480927835051547,0.0001961328125,0.011726597402597402,0.0005146005509641873,0.005026365979381443,0.002291855670103093,0.009840520833333333,0.01582246073298429,0.045766626765368905
Republic of Palau,3.733333333333334e-05,,,,,,,,3.733333333333334e-05
Republic of Panama,0.0003328865979381443,4.705128205128205e-05,0.008606727272727273,0.00027446280991735535,0.0012833247422680413,0.0016886082474226803,0.006433515625,0.015178036649214658,0.033844613226539436
Republic of Paraguay,0.0004539690721649484,7.833780160857908e-05,0.00928096103896104,0.00011399449035812672,0.001469536082474227,0.0036576804123711337,0.006345885416666666,0.007583167539267016,0.028983531853871737
Republic of Peru,0.0035665463917525773,4.2379679144385025e-05,0.010988259740259741,0.00010652892561983472,0.0009274484536082474,0.001145438144329897,0.00699890625,0.018368560209424085,0.04214406779413876
Republic of Poland,0.01045458762886598,2.782258064516129e-05,0.01461387012987013,0.0006314876033057851,0.0006491752577319587,0.001016262886597938,0.0051526041666666664,0.011760497382198953,0.04430630763588257
Republic of Rwanda,0.0023287886597938142,4.0033333333333335e-05,0.026907818181818182,0.0003463636363636364,0.0002572845953002611,0.0007036855670103093,0.016856562500000002,0.017217041884816753,0.0646575783584363
Republic of Senegal,0.0008873766233766234,4.3333333333333334e-05,0.023279324675324675,0.00026112947658402206,0.0013612371134020618,0.0010215463917525773,0.015628411458333335,0.011419240837696335,0.053901599909802964
Republic of Serbia,0.0012401288659793814,8.97843665768194e-05,0.01184342857142857,0.0002346831955922865,0.005176417525773196,0.0016906701030927835,0.008411458333333333,0.017377460732984292,0.046064031694760664
Republic of Seychelles,0.0016982552083333333,0.0002664210526315789,0.006628051948051948,0.00042713780918727915,0.0011260932944606413,0.0012310483870967743,0.006796614583333333,0.00902458115183246,0.02719820343492735
Republic of Sierra Leone,5.324468085106383e-05,0.00033394736842105264,0.0182532987012987,0.0004104929577464789,0.0007451263537906137,0.0011425988700564972,0.013660911458333334,0.011049057591623036,0.04564867798212077
Republic of Singapore,0.01275827319587629,7.466487935656836e-05,0.004970779220779221,0.0003644903581267218,0.00188930412371134,0.0014496134020618556,0.003692578125,0.013906780104712042,0.03910648340962404
Republic of Slovenia,0.0013640721649484536,8.657320872274144e-05,0.009204623376623377,0.00040749311294765837,0.0026733247422680412,0.002749381443298969,0.005987083333333334,0.014562539267015708,0.03703509064915828
Republic of South Africa,0.005349768041237113,4.595174262734585e-05,0.01052812987012987,0.0006745730027548209,0.0022191494845360824,0.0014479123711340206,0.008379348958333333,0.012157041884816753,0.04080187535556934
Republic of Suriname,3.044444444444445e-05,0.00033440944881889766,0.006387688311688311,0.0003980487804878049,0.0014909420289855074,0.001035266106442577,0.0070782812499999995,0.009904764397905759,0.0266598447687733
Republic of Tajikistan,0.0005593076923076923,9.848314606741573e-05,0.012530831168831169,0.00010099447513812156,0.0002326145552560647,0.0028802319587628864,0.010958619791666666,0.0070471204188481676,0.03440820320687818
Republic of Trinidad and Tobago,0.00026126614987080106,0.00019999999999999998,0.005354493506493506,0.00026400778210116727,0.0013705142857142858,0.0006961690140845071,0.005750546874999999,0.01646583769633508,0.030362835309599344
Republic of Turkey,0.010524020618556701,0.0001350802139037433,0.01388877922077922,0.0002906611570247934,0.003632938144329897,0.0021095103092783505,0.009100729166666667,0.013152722513089004,0.05283444134362837
Republic of Uganda,0.0004447938144329897,5.078078078078079e-05,0.01876103896103896,0.00030575757575757576,0.0010272680412371134,0.0012584278350515463,0.012905442708333333,0.013994424083769632,0.04874793380040193
Republic of Uzbekistan,0.0036327319587628865,8.072192513368984e-05,0.0222592987012987,9.297520661157026e-05,0.00017344559585492228,0.001402938144329897,0.013497838541666666,0.012226439790575916,0.053366389864234254
Republic of Vanuatu,8.482758620689655e-05,,,,,,,,8.482758620689655e-05
Republic of Yemen,6.705263157894737e-05,0.0006470855614973262,0.019974467532467535,0.0006003856749311295,0.0009250257731958764,0.001234020618556701,0.017385572916666665,0.01054759162303665,0.05138120233193083
Republic of Zambia,0.00013647368421052634,4.636963696369637e-05,0.017173506493506494,0.00044429752066115706,0.0007072680412371134,0.0013193556701030927,0.012299505208333334,0.01276759162303665,0.044894367878052066
Republic of Zimbabwe,0.0006685054347826087,6.493788819875775e-05,0.015638155844155843,0.00035953038674033143,0.001593204134366925,0.00207340206185567,0.01175765625,0.015459240837696335,0.047614632837796475
Republic of the Congo,0.00010751381215469614,8.168269230769232e-05,0.02870225974025974,0.0005809917355371901,0.00045530054644808747,0.0010490649350649351,0.019801302083333333,0.013702094240837697,0.06448020978594338
Republic of the Gambia,0.0006180392156862745,0.0004104,0.008601740259740259,0.0005861702127659575,0.000801496062992126,0.005159356568364611,0.009522968750000001,0.011605942408376963,0.037306113477926194
Republic of the Maldives,3.818181818181818e-05,0.0001514166666666667,0.008787792207792208,0.00033278236914600554,0.002557938144329897,0.0015462628865979381,0.009060390625,0.009894502617801048,0.03236926733551558
Republic of the Marshall Islands,2e-05,,,,,,,,2e-05
Republic of the Philippines,0.0013592783505154639,9.663101604278074e-05,0.011896207792207793,0.00044112947658402204,0.0004179381443298969,0.0010710051546391753,0.009902890624999999,0.02118301047120419,0.04636809103052332
Republic of the Sudan,0.00013257950530035334,0.00017489878542510122,0.01346490909090909,0.00029945054945054944,0.0009968652849740934,0.009075261780104711,0.008792734375,0.011072565445026179,0.04400926481619007
Republic of the Union of Myanmar,0.00022670103092783505,7.93972602739726e-05,0.03279896103896104,0.0012475482093663912,0.001124481865284974,0.0033328865979381445,0.019367578125,0.01544217277486911,0.07361972690262147
Romania,0.00358520618556701,5.4471544715447154e-05,0.009740103896103896,0.0003910192837465565,0.001924201030927835,0.0011175,0.0059122656249999996,0.014516675392670158,0.0372414429587309
Russian Federation,0.06716953608247422,5.085561497326204e-05,0.02028774025974026,0.0002537190082644628,0.00033219072164948453,0.0014217268041237113,0.012956015625,0.014771282722513088,0.11724306683873847
Réunion Island,0.006527662337662337,6.608333333333333e-05,0.008428805194805194,0.0008073829201101928,0.0002861725067385445,0.0009716752577319588,0.005969114583333333,0.014557748691099477,0.03761464482481437
Saint Lucia,5.1382113821138214e-05,0.0008966666666666667,0.006595746268656716,0.00088625,0.0013420408163265305,0.0015806976744186048,0.007292771535580524,0.008944007490636703,0.02758956256610689
Saint Vincent and the Grenadines,4.730337078651686e-05,,,,,,,,4.730337078651686e-05
Slovak Republic,0.0020645103092783506,4.4396551724137933e-05,0.009697662337662338,0.0006881818181818181,0.0008205670103092783,0.0008930154639175259,0.0051476302083333335,0.02084696335078534,0.04020292705019213
Socialist Republic of Vietnam,0.01051144329896907,0.00014935828877005349,0.02388085714285714,0.0008572176308539945,0.0022960309278350515,0.011471056701030928,0.01658046875,0.011681151832460733,0.07742758457277697
Solomon Islands,0.001224,,,,,,,,0.001224
South Sudan,0.00011344594594594595,0.00010339869281045752,0.016879324675324676,0.00045078260869565215,0.0003613498622589532,0.0007942146596858639,0.012173359375,0.009992120418848168,0.04086799623856972
State of Eritrea,8.666666666666668e-05,,,,,,,,8.666666666666668e-05
State of Israel,0.0024820103092783505,4.361878453038675e-05,0.009844181818181818,0.000581404958677686,0.0004417268041237114,0.0008967783505154639,0.007489166666666667,0.01091850785340314,0.03269739554537723
State of Kuwait,0.0003100515463917526,0.00013371657754010694,0.011450181818181818,0.0004989531680440771,0.0015766237113402062,0.001769020618556701,0.00932765625,0.01462803664921466,0.03969424033926933
State of Libya,7.075528700906344e-05,0.00013727027027027027,0.01649979220779221,0.00042201101928374655,0.0004660567010309278,0.0025479123711340205,0.011121588541666666,0.01829109947643979,0.04955648587462669
State of Palestine,0.0003388144329896907,0.0002026216216216216,0.014798753246753246,0.00020837016574585634,0.0018770103092783507,0.001754278350515464,0.011625989583333335,0.01792829842931937,0.04873413613955693
State of Qatar,9.489296636085627e-05,8.792349726775957e-05,0.010921714285714286,0.0006305234159779614,0.003143015463917526,0.0008174226804123711,0.009526354166666666,0.018577120418848167,0.043798966895165596
Sultanate of Oman,7.243169398907103e-05,6.28225806451613e-05,0.00909883116883117,0.0002686776859504132,0.0008690463917525773,0.00207610824742268,0.007761927083333334,0.012639607329842933,0.03284945218176734
Swiss Confederation,0.003418427835051546,4.879356568364612e-05,0.002718727272727273,0.0003824793388429752,0.0003402835051546392,0.0003013144329896907,0.002016875,0.005045392670157068,0.014272293620606839
Syrian Arab Republic,0.00021888030888030888,0.00024946380697050936,0.013875870129870129,0.00010143661971830985,0.001128479381443299,0.0032272164948453606,0.011228906249999998,0.01403285340314136,0.044063106394869274
Territory of Norfolk Island,4.615384615384616e-05,0.000398421052631579,0.0036459681697612735,0.00043139240506329113,0.0006443939393939394,0.00042652173913043477,0.0014957309941520467,0.003241978609625668,0.010330560755912079
Togolese Republic,0.00023591511936339523,8.517241379310345e-05,0.0297041038961039,0.0002997520661157025,0.0004822546419098143,0.00120840206185567,0.019769296874999998,0.01123523560209424,0.06302013267623582
Tunisian Republic,0.002211082474226804,0.0001258823529411765,0.019776675324675325,0.00036322314049586774,0.0022875,0.0056811597938144325,0.017969348958333332,0.018685654450261782,0.06710052649474872
Turkmenistan,1.375e-05,0.0006426470588235295,0.024582857142857142,0.00017330532212885154,0.00013429447852760735,0.0008224484536082475,0.0189115625,0.006861178010471204,0.05214204296641658
Turks and Caicos Islands,2.857142857142857e-05,,,,,,,,2.857142857142857e-05
Ukraine,0.006255567010309279,6.195187165775401e-05,0.018671844155844153,0.00018512396694214876,0.00010155440414507771,0.0008353865979381444,0.011042499999999998,0.015564895287958114,0.05271882329479467
Union of the Comoros,2.2820512820512822e-05,0.00118,0.01827314465408805,0.00095,0.001355503355704698,0.0032551239669421487,0.013008490566037737,0.012199398734177216,0.05024448178977036
United Arab Emirates,0.0009856701030927836,0.00011981283422459894,0.011335974025974025,0.0005004132231404959,0.004042319587628866,0.0012799484536082475,0.010391692708333332,0.012717984293193717,0.041373815229196066
United Kingdom of Great Britain and Northern Ireland,0.01714234536082474,2.6657754010695185e-05,0.0050007532467532465,0.0007964462809917354,0.0006903350515463916,0.0005590721649484536,0.0039078906249999995,0.010217696335078534,0.038341196819153794
United Mexican States,0.003945824742268041,5.462566844919786e-05,0.01114903896103896,0.0002458126721763086,0.00273610824742268,0.001596262886597938,0.00894984375,0.009938821989528796,0.038616338917481924
United Republic of Tanzania,0.00020257731958762888,7.914209115281501e-05,0.023023038961038963,0.0004543526170798898,0.001097938144329897,0.0016934278350515465,0.014676223958333333,0.013456649214659685,0.05468335014123376
United States of America,0.22511280927835053,3.4732620320855614e-05,0.007181402597402597,0.0015634435261707989,0.0005743298969072165,0.0014963144329896909,0.005582838541666667,0.009490602094240838,0.2510364729880492
Vatican City State,4.8e-05,,,,,,,,4.8e-05
Virgin Islands,5.008e-05,,,,,,,,5.008e-05
Virgin Islands of the United States,2e-05,,,,,,,,2e-05
Åland Islands,5e-05,,,,,,,,5e-05
